DOM,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,onFloor,totalFloor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,district_name,Lng_transed,Lat_transed,year,month
61,1323,81900,161.54,3,1,1,2,2,26,1,2001,4,6,0.375,1,Haidian,116.3084745,39.93975832,2017,2
67,144,29460,48.88,1,0,1,1,3,7,3,2013,1,6,0.13,1,Shunyi,116.5475558,40.11011849,2017,3
39,376,61079,61.56,1,1,1,1,2,5,4,2000,4,2,0.5,0,Changping,116.315334,40.07156225,2017,2
59,485,64230,75.51,2,1,1,1,3,24,1,1998,3,6,0.25,1,Chaoyang,116.4564015,39.98555194,2017,2
26,270,54011,49.99,1,0,1,1,3,14,3,2009,3,6,0.105,1,Chaoyang,116.5005153,39.85678444,2017,1
62,247,56471,43.74,1,0,1,1,2,22,1,2009,3,6,0.143,1,Tongzhou,116.6266988,39.89318862,2017,2
19,377,45053,83.68,2,1,1,1,2,28,3,2010,1,6,0.4,1,Changping,116.2302815,40.20866761,2017,1
113,920,76191,120.75,3,1,1,1,2,6,4,1998,4,2,0.5,0,Chaoyang,116.4428909,39.89870059,2017,4
20,878,68063,129,2,1,1,2,2,23,1,2004,4,6,0.333,1,Chaoyang,116.4862195,39.91079443,2017,1
82,468,50167,93.29,2,1,1,1,3,23,4,2012,4,6,0.5,1,Mentougou,116.1039916,39.90377054,2017,3
66,399.8,48709,82.08,2,1,1,1,1,21,1,2009,1,6,0.138,1,Fengtai,116.3651498,39.83501513,2017,3
7,662,60540,109.35,3,2,1,1,2,25,1,1997,3,6,0.2,1,Chaoyang,116.4009656,40.00554016,2017,1
16,600,73305,81.85,2,1,1,1,3,25,1,2002,4,6,0.2,1,Chaoyang,116.4636443,39.86868185,2017,1
18,505,59148,85.38,2,1,1,1,0,16,4,1996,3,6,1,1,Chaoyang,116.3988177,40.00626076,2017,1
5,542.5,48795,111.18,3,2,1,1,2,28,1,2006,3,6,0.375,1,Fengtai,116.2531866,39.88666352,2017,1
49,433,71241,60.78,2,1,1,1,2,6,4,1986,1,2,0.333,0,Chaoyang,116.4404216,39.95856694,2017,2
11,670,71277,94,2,1,1,1,1,24,1,1999,3,6,0.25,1,Chaoyang,116.4154628,39.98612398,2017,1
58,323,71954,44.89,1,1,1,1,2,6,4,1992,3,2,0.333,0,Fengtai,116.3078965,39.88288263,2017,2
41,240,38580,62.21,2,1,1,1,4,6,4,1994,3,2,0.5,0,Chaoyang,116.5926832,40.04432322,2017,2
14,845,57723,146.39,3,2,1,2,2,6,4,2002,4,6,0.5,1,Chaoyang,116.5916349,39.92902012,2017,1
74,500,41957,119.17,3,1,1,2,3,6,4,2006,3,2,0.5,0,Changping,116.3060585,40.0802349,2017,3
44,279,45611,61.17,2,1,1,1,2,6,4,1991,4,2,0.333,0,Changping,116.2263039,40.21000333,2017,2
53,385,60317,63.83,1,1,1,1,2,6,4,2000,4,2,0.25,0,Chaoyang,116.5182653,39.91393677,2017,2
18,205,41820,49.02,1,1,1,1,1,24,1,2009,4,6,0.222,1,Daxing,116.4849702,39.80286118,2017,1
62,491,46343,105.95,2,1,1,1,1,15,3,1995,3,6,0.375,1,Shijingshan,116.2171014,39.90163022,2017,2
7,251,33760,74.35,2,1,1,1,4,6,4,2002,3,2,0.333,0,Mentougou,116.1092758,39.92512045,2017,1
62,445,76199,58.4,3,1,1,1,2,6,4,1981,2,2,0.333,0,Chaoyang,116.441959,39.94575644,2017,2
12,456,59757,76.31,2,1,1,1,2,25,1,2001,3,6,0.3,1,Fengtai,116.302716,39.85837464,2017,1
61,325,72223,45,1,1,1,1,3,18,4,2005,4,6,0.5,1,Fengtai,116.2726857,39.88094055,2017,2
74,466,59607,78.18,3,1,1,1,2,6,4,1980,4,2,0.333,0,Chaoyang,116.4524046,39.88543339,2017,3
8,393.6,47416,83.01,2,1,1,1,2,6,4,2004,3,4,0.5,0,Chaoyang,116.5688894,39.90390223,2017,1
24,280,40104,69.82,2,1,1,1,3,22,1,2010,4,6,0.2,1,Chaoyang,116.5730213,39.90520679,2017,1
14,325,43461,74.78,1,1,1,1,1,20,1,2008,4,6,0.25,1,Changping,116.419969,40.0700965,2017,1
9,740,100272,73.8,2,1,1,1,4,11,4,2007,4,6,0.25,1,Dongcheng,116.4329912,39.89654918,2017,1
62,349,73785,47.3,1,0,1,1,4,11,4,2004,4,6,0.25,1,Changping,116.3301622,40.08617987,2017,2
54,642,84230,76.22,2,1,1,1,3,6,4,2004,3,2,0.333,0,Haidian,116.2593018,40.05056997,2017,2
73,450,28758,156.48,4,2,1,2,3,7,4,1998,4,2,0.25,0,Changping,116.4227127,40.10189194,2017,3
61,439,51340,85.51,3,1,1,1,2,6,4,1995,3,2,0.5,0,Changping,116.3600891,40.07279416,2017,2
25,585,86258,67.82,1,1,1,1,3,29,1,2009,4,6,0.333,1,Chaoyang,116.4589943,40.02247259,2017,1
54,840,95455,88,2,2,1,1,2,9,4,2004,3,6,0.5,1,Haidian,116.2532527,40.05035473,2017,2
8,395,67870,58.2,2,1,1,1,2,6,4,1993,3,2,0.5,0,Haidian,116.3501227,40.03176206,2017,1
62,537.5,49362,108.89,2,2,1,2,2,11,3,2000,4,2,0.5,1,Daxing,116.4862643,39.79980749,2017,2
67,765,145715,52.5,2,1,1,1,3,6,4,1980,3,2,0.333,0,Xicheng,116.3594867,39.89968831,2017,3
6,413.8,79761,51.88,2,1,1,1,0,6,4,1984,3,2,0.5,0,Chaoyang,116.4090752,39.97038547,2017,1
62,588,71708,82,2,1,1,1,4,6,4,2009,4,6,0.333,0,Haidian,116.3181698,40.03399958,2017,2
57,670,47708,140.44,3,2,1,2,2,6,4,2005,3,6,0.5,0,Chaoyang,116.5005153,39.85678444,2017,2
7,255,30000,85,1,1,1,1,2,6,4,2003,4,2,0.5,0,Fangshan,116.1736241,39.74916452,2017,1
68,353,121725,29,1,0,0,1,1,26,1,2006,4,6,0.111,1,Xicheng,116.3304697,39.89354388,2017,3
52,862,60881,141.59,2,2,1,2,3,25,1,1995,4,6,0.5,1,Chaoyang,116.4122095,39.98221312,2017,2
10,310,50887,60.92,2,1,1,1,4,6,4,1991,3,2,0.333,0,Shijingshan,116.2211268,39.89996133,2017,1
266,600,31731,189.09,4,2,1,3,2,4,4,1998,4,2,0.5,0,Shunyi,116.5477717,40.10302364,2017,9
19,400,68039,58.79,2,1,1,1,2,15,4,1986,4,6,0.167,1,Chaoyang,116.4580334,39.92824784,2017,1
44,480,44823,107.09,2,2,1,2,0,6,4,2001,3,2,0.5,0,Daxing,116.4304129,39.78083649,2017,2
68,830,54487,152.33,3,2,1,3,2,5,3,2011,4,6,0.5,1,Shunyi,116.5475558,40.11011849,2017,3
47,306,40981,74.67,2,1,1,1,3,22,1,2010,4,6,0.286,1,Changping,116.2323175,40.21069434,2017,2
49,445,59998,74.17,2,1,1,1,0,24,1,1996,4,6,0.2,1,Chaoyang,116.4686856,39.86781625,2017,2
57,700,108393,64.58,2,1,1,1,2,9,4,2003,4,6,1,1,Dongcheng,116.422356,39.93424575,2017,2
26,415,42039,98.72,2,1,1,1,2,6,4,2007,4,2,0.5,0,Changping,116.3608636,40.08750006,2017,1
50,880,63310,139,3,2,1,2,3,18,4,2010,4,6,1,1,Daxing,116.3227667,39.77387237,2017,2
12,423,72296,58.51,2,1,1,1,0,6,4,1987,3,4,0.333,0,Chaoyang,116.4337731,39.95211667,2017,1
18,420.5,74531,56.42,2,1,1,1,3,6,4,1996,3,2,0.5,0,Chaoyang,116.4648736,39.94672856,2017,1
78,300,42962,69.83,1,1,1,1,0,11,3,2007,3,6,0.333,1,Daxing,116.4266226,39.81449524,2017,3
47,545,64088,85.04,2,1,1,1,2,18,4,2009,4,6,0.222,1,Xicheng,116.3220713,39.87736045,2017,2
19,725,48868,148.36,3,1,1,2,1,7,4,2002,3,6,0.5,1,Fengtai,116.3087783,39.82244736,2017,1
100,595,70901,83.92,3,1,1,1,1,21,1,1986,3,6,0.143,1,Chaoyang,116.4644252,39.98794942,2017,4
61,1325,96716,137,2,2,1,2,2,27,3,2005,4,6,0.75,1,Chaoyang,116.4873322,39.93723277,2017,2
76,500,103951,48.1,1,1,1,1,3,14,3,1985,4,2,0.25,1,Xicheng,116.3498333,39.93289424,2017,3
72,520,90546,57.43,2,1,1,1,2,6,4,1985,4,4,0.5,0,Chaoyang,116.391935,39.97073341,2017,3
5,251,54154,46.35,1,1,1,1,1,6,4,1993,3,2,0.333,0,Chaoyang,116.5077248,39.86336612,2017,1
86,1100,112867,97.46,4,1,1,1,2,5,4,1980,3,6,0.333,0,Dongcheng,116.4133288,39.91997999,2017,3
24,848,53866,157.43,4,2,1,2,4,14,4,2003,4,6,0.5,1,Chaoyang,116.3972335,40.03464568,2017,1
55,455,65038,69.96,2,1,1,1,1,10,4,1999,4,6,0.5,0,Haidian,116.3495235,40.02799126,2017,2
66,500,57598,86.81,2,1,1,1,2,17,4,2011,3,6,0.5,1,Changping,116.3312039,40.07144776,2017,3
40,496,61954,80.06,2,1,1,1,0,6,4,1995,3,2,0.333,0,Chaoyang,116.491102,39.95447191,2017,2
15,322,87859,36.65,1,0,1,1,1,26,1,2006,4,6,0.111,1,Xicheng,116.3304697,39.89354388,2017,1
46,90,21973,40.96,1,0,1,1,3,19,1,2013,4,6,0.167,1,Fangshan,116.1543267,39.75571979,2017,2
11,730,119087,61.3,2,1,1,1,2,6,4,1989,4,4,0.5,0,Xicheng,116.3597907,39.92114246,2017,1
54,495,92008,53.8,2,1,1,1,4,6,4,1997,4,2,0.333,0,Haidian,116.2862878,39.92700424,2017,2
74,453,84500,53.61,1,1,1,1,1,18,3,2004,4,6,0.333,1,Chaoyang,116.413747,39.9926755,2017,3
24,84,20533,40.91,1,0,1,1,3,19,1,2013,4,6,0.167,1,Fangshan,116.1543267,39.75571979,2017,1
40,414,55200,75,2,1,1,1,3,11,3,2007,3,6,0.25,1,Shunyi,116.5478319,40.08597573,2017,2
12,1150,78547,146.41,4,1,1,2,2,17,3,2004,3,6,0.286,1,Dongcheng,116.4343224,39.87260332,2017,1
66,448,54956,81.52,2,1,1,1,1,6,4,1998,4,2,0.333,0,Changping,116.3937273,40.04470638,2017,3
41,487,80377,60.59,2,1,1,1,1,18,1,1993,4,6,0.25,1,Chaoyang,116.4326372,39.91624663,2017,2
45,90,21984,40.94,1,0,1,1,3,19,1,2013,4,6,0.167,1,Fangshan,116.1543267,39.75571979,2017,2
101,850,71634,118.66,2,2,1,2,2,27,4,2015,3,6,0.75,1,Chaoyang,116.4010647,40.03262889,2017,4
18,325,46509,69.88,1,1,1,1,2,6,4,2004,3,2,0.333,0,Changping,116.4125916,40.10494535,2017,1
62,247,51717,47.76,2,1,1,1,4,5,4,1975,3,2,0.25,0,Shijingshan,116.1836545,39.90790856,2017,2
63,402,65334,61.53,1,1,1,1,4,26,1,2005,4,6,0.5,1,Chaoyang,116.4178692,40.03804845,2017,3
24,672,84849,79.2,2,1,1,1,1,21,1,1998,3,6,0.2,1,Chaoyang,116.434001,39.92719563,2017,1
51,532,75227,70.72,1,1,1,1,3,12,3,2008,3,6,0.125,1,Chaoyang,116.4705917,39.89522004,2017,2
47,450,115090,39.1,1,1,1,1,4,6,4,1982,3,2,0.5,0,Xicheng,116.3645223,39.92796198,2017,2
17,410,57976,70.72,2,1,1,1,0,6,4,1995,3,2,0.5,0,Shijingshan,116.2088647,39.89856589,2017,1
53,329,64637,50.9,2,1,1,1,3,6,4,1992,3,2,0.333,0,Changping,116.3632836,40.07675257,2017,2
60,327,60399,54.14,1,1,1,1,4,6,4,2005,3,2,0.333,0,Chaoyang,116.4679721,39.86182602,2017,2
122,1310,97261,134.69,3,2,1,2,3,10,4,2013,4,6,0.5,1,Chaoyang,116.4287924,40.02411558,2017,4
19,400,32431,123.34,3,1,1,2,4,5,4,2007,3,4,0.5,0,Shunyi,116.6711691,40.10501131,2017,1
57,345,42125,81.9,2,1,1,1,4,6,4,1998,4,2,0.5,0,Daxing,116.3079695,39.76181599,2017,2
8,88,20736,42.44,1,0,1,1,2,15,4,2014,4,6,0.13,1,Shunyi,116.653576,40.17944924,2017,1
9,885,79730,111,2,2,1,1,3,21,3,2006,4,6,0.5,1,Fengtai,116.3128942,39.8794312,2017,1
66,470,67019,70.13,2,1,1,1,4,24,1,1997,3,6,0.2,1,Chaoyang,116.4686856,39.86781625,2017,3
61,410,90488,45.31,1,0,1,1,3,25,1,2003,3,6,0.375,1,Chaoyang,116.4463476,39.92751187,2017,2
80,190,64407,29.5,1,2,1,2,3,11,3,2011,3,6,0.13,1,Chaoyang,116.4676268,39.83450473,2017,3
47,465,40527,114.74,3,1,1,1,1,6,4,1999,3,4,0.5,0,Changping,116.3600891,40.07279416,2017,2
4,606,47267,128.21,3,2,1,2,2,24,1,2002,1,6,0.25,1,Haidian,116.3043663,40.04903637,2017,1
11,240,37814,63.47,2,1,1,1,2,5,4,1985,3,2,0.333,0,Chaoyang,116.5896421,40.04893319,2017,1
52,485,79509,61,2,1,1,1,0,7,4,1992,4,2,0.333,0,Haidian,116.2663339,39.9315154,2017,2
20,960,72833,131.81,3,1,1,1,2,13,3,1998,3,6,1.5,1,Chaoyang,116.4405164,39.91802895,2017,1
14,425,49977,85.04,2,1,1,1,2,7,4,2002,4,2,0.5,0,Tongzhou,116.6833246,39.88784199,2017,1
51,328,64314,51,1,1,1,1,4,6,4,2005,3,2,0.25,0,Chaoyang,116.4679721,39.86182602,2017,2
74,990,90000,110,2,2,1,1,3,28,1,2003,3,6,0.375,1,Chaoyang,116.420693,40.00278454,2017,3
52,316,64307,49.14,1,1,1,1,1,6,4,1994,3,2,0.333,0,Chaoyang,116.4758969,39.86833035,2017,2
13,258,46470,55.52,2,1,1,1,2,5,4,1985,3,4,0.333,0,Daxing,116.3282165,39.73420514,2017,1
23,480,95333,50.35,3,1,1,1,2,5,4,1975,3,2,0.333,0,Xicheng,116.3802565,39.87780159,2017,1
4,300,32538,92.2,2,1,1,1,2,6,4,2003,4,2,0.5,0,Fangshan,116.1578302,39.7594636,2017,1
64,750,105515,71.08,1,1,1,1,1,22,3,2007,4,6,0.263,1,Dongcheng,116.4358679,39.93790424,2017,3
19,380,60061,63.27,2,1,1,1,1,6,4,1984,3,4,0.5,0,Chaoyang,116.462302,39.87508868,2017,1
78,436,57452,75.89,3,1,1,1,4,6,4,1986,1,6,0.333,0,Chaoyang,116.5054454,39.91524543,2017,3
53,843,92152,91.48,2,2,1,1,2,11,3,2008,3,6,0.25,1,Dongcheng,116.4329912,39.89654918,2017,2
74,310,61753,50.2,2,1,1,1,4,4,4,1981,3,4,0.333,0,Haidian,116.1575058,40.0663151,2017,3
20,232,53717,43.19,2,1,1,1,2,5,4,1976,1,4,0.333,0,Daxing,116.3282165,39.73420514,2017,1
6,650,63751,101.96,2,1,1,2,2,23,1,1993,1,6,0.042,0,Dongcheng,116.4219557,39.90620057,2017,1
7,372,80625,46.14,1,0,1,1,1,20,4,2004,3,6,0.286,1,Fengtai,116.2941574,39.88247292,2017,1
7,457,63411,72.07,2,1,1,1,0,18,1,1995,1,6,0.2,1,Chaoyang,116.4551285,39.9861143,2017,1
16,825,111186,74.2,3,1,1,1,0,6,4,1993,1,2,0.25,0,Xicheng,116.3352124,39.92475681,2017,1
40,601,60427,99.46,2,1,1,1,3,15,3,2003,4,6,0.333,1,Haidian,116.3515897,40.06232702,2017,2
15,650,81515,79.74,2,1,1,1,4,22,1,1998,3,6,0.2,1,Chaoyang,116.4200966,39.96111842,2017,1
5,397,52555,75.54,2,1,1,1,0,6,4,2006,3,6,0.5,0,Chaoyang,116.5030744,40.02208837,2017,1
19,475,46569,102,2,1,1,1,2,6,4,2003,4,2,0.5,0,Changping,116.3306085,40.07633138,2017,1
10,415,42120,98.53,2,1,1,1,4,6,4,2007,4,2,0.5,0,Changping,116.3608636,40.08750006,2017,1
51,400,44713,89.46,2,2,1,1,3,18,1,2010,4,6,0.333,1,Chaoyang,116.6016868,39.92928774,2017,2
78,350,42169,83,2,1,1,1,3,6,4,1999,3,2,0.5,0,Shunyi,116.6576924,40.11148164,2017,3
51,505,43156,117.02,3,1,1,2,4,6,4,2005,4,2,0.5,0,Chaoyang,116.5528564,39.94761115,2017,2
50,411,53523,76.79,2,1,1,1,1,18,4,2005,4,6,0.333,1,Chaoyang,116.5772665,39.91857165,2017,2
19,635,110435,57.5,2,1,1,1,3,6,4,1995,4,2,0.5,0,Haidian,116.2995616,39.96339606,2017,1
22,373,90711,41.12,1,1,1,1,4,6,4,1999,3,2,0.25,0,Haidian,116.3180052,39.92649881,2017,1
222,754,88136,85.55,2,1,1,1,2,19,4,2011,4,6,0.5,1,Chaoyang,116.499894,39.97822731,2017,8
61,410,62501,65.6,2,1,1,1,2,24,3,2002,1,6,0.4,1,Fengtai,116.3903517,39.8520389,2017,2
117,620,40699,152.34,3,2,1,2,0,10,4,2008,3,6,0.5,1,Changping,116.419969,40.0700965,2017,4
3,560,63775,87.81,3,1,1,1,2,4,4,1995,3,2,0.333,0,Haidian,116.2839523,40.03220664,2017,1
67,506,64773,78.12,2,1,1,1,2,6,4,2003,3,2,0.25,0,Tongzhou,116.6917117,39.91792419,2017,3
65,600,56143,106.87,3,1,1,2,4,22,1,2003,4,6,0.333,1,Haidian,116.3043663,40.04903637,2017,3
18,678,62214,108.98,2,1,1,1,3,29,1,2000,4,6,0.375,1,Chaoyang,116.5111338,39.91693891,2017,1
12,480,37500,128,3,2,1,2,2,18,4,2014,2,6,0.5,1,Fangshan,116.1823326,39.77022117,2017,1
60,1050,117819,89.12,1,1,1,1,2,32,1,2003,4,6,0.5,1,Chaoyang,116.449357,39.91679823,2017,2
48,900,81819,110,2,1,1,1,3,28,1,2003,1,6,0.375,1,Chaoyang,116.420693,40.00278454,2017,2
5,538,77915,69.05,3,1,1,1,1,14,3,1987,3,2,0.167,1,Dongcheng,116.435545,39.89302332,2017,1
58,1075,82572,130.19,3,1,1,2,3,22,1,1999,4,6,0.25,1,Chaoyang,116.4132773,39.99462083,2017,2
11,422.5,51070,82.73,2,1,1,1,4,16,3,2007,3,6,0.5,1,Daxing,116.3289941,39.74860598,2017,1
82,1060,118529,89.43,1,1,1,1,2,19,1,2008,4,6,0.667,1,Dongcheng,116.4317321,39.94938895,2017,3
55,353,85826,41.13,1,1,1,1,4,6,4,1993,3,2,0.25,0,Chaoyang,116.4327034,39.92535865,2017,2
67,1010,108253,93.3,2,1,1,1,2,28,3,2011,4,6,0.4,1,Xicheng,116.3273092,39.89264813,2017,3
66,650,46205,140.68,3,1,1,2,3,16,4,2007,4,6,0.5,1,Chaoyang,116.582497,39.90395473,2017,3
55,532,41097,129.45,4,1,1,2,2,6,4,2008,3,2,0.5,0,Changping,116.3099391,40.08201776,2017,2
21,280,43553,64.29,2,1,1,1,3,18,4,2010,4,6,0.5,1,Changping,116.2532873,40.16353842,2017,1
62,625,65105,96,2,1,1,1,2,8,3,2010,4,6,0.5,1,Haidian,116.2075965,40.03672722,2017,2
10,95,17801,53.37,1,0,1,1,2,19,1,2013,1,6,0.167,1,Fangshan,116.1543267,39.75571979,2017,1
50,369,61706,59.8,2,1,1,1,2,6,4,1994,3,2,0.333,0,Chaoyang,116.4758969,39.86833035,2017,2
9,543,95565,56.82,2,1,1,1,2,6,4,1987,3,4,0.333,0,Dongcheng,116.4304401,39.9346355,2017,1
7,400,40029,99.93,2,1,1,2,3,6,4,2005,4,2,0.5,0,Changping,116.4125916,40.10494535,2017,1
12,386,99280,38.88,1,0,1,1,1,6,4,1987,2,2,0.033,0,Xicheng,116.3535579,39.86999822,2017,1
13,527,52822,99.77,2,1,1,1,4,16,4,2007,4,6,0.5,1,Chaoyang,116.582497,39.90395473,2017,1
18,415,40413,102.69,2,1,1,1,1,6,4,2004,4,4,0.5,0,Chaoyang,116.5688894,39.90390223,2017,1
24,369,38310,96.32,2,1,1,1,2,32,1,2003,4,2,0.375,1,Changping,116.4035013,40.07487001,2017,1
66,515,57408,89.71,2,1,1,1,2,19,3,2014,4,6,0.5,1,Changping,116.3540583,40.07828634,2017,3
13,290,41089,70.58,1,1,1,1,1,6,4,1996,4,2,0.5,0,Shunyi,116.6576924,40.11148164,2017,1
89,605,78318,77.25,2,1,1,1,1,7,4,1997,3,2,0.333,0,Xicheng,116.339871,39.87469603,2017,3
10,404,44149,91.51,2,1,1,1,4,6,4,2003,4,2,0.5,0,Changping,116.3306085,40.07633138,2017,1
12,371,43648,85,2,1,1,1,2,18,4,2012,4,6,0.667,1,Changping,116.2619851,40.1163612,2017,1
67,473,48474,97.58,2,1,1,1,1,20,3,2007,4,6,0.667,1,Changping,116.3174858,40.06715093,2017,3
46,331.5,63035,52.59,2,1,1,1,2,6,4,1985,2,6,0.333,0,Chaoyang,116.4998007,39.92095251,2017,2
54,425,53866,78.9,3,1,1,1,2,17,1,1985,3,6,0.286,1,Shijingshan,116.1973904,39.9127143,2017,2
55,670,62764,106.75,3,1,1,1,2,24,3,2009,4,6,0.375,1,Chaoyang,116.4991424,39.89701017,2017,2
354,330,38971,84.68,2,1,1,1,2,21,4,2014,4,6,0.25,0,Fangshan,116.2091449,39.80046923,2017,12
10,550,51499,106.8,3,1,1,1,4,24,1,2000,3,6,0.375,1,Fengtai,116.4367001,39.85651388,2017,1
60,494,106077,46.57,1,0,1,1,2,24,1,2004,4,6,0.2,1,Xicheng,116.3321981,39.88475242,2017,2
39,424,47274,89.69,2,1,1,1,2,18,4,2008,3,6,0.333,1,Shunyi,116.642386,40.1183764,2017,2
52,187,50857,36.77,1,0,1,1,2,17,4,2010,4,6,0.167,1,Changping,116.2532873,40.16353842,2017,2
10,455,99345,45.8,1,0,1,1,3,11,3,2007,3,6,0.25,1,Dongcheng,116.4369215,39.93526575,2017,1
20,1008,72129,139.75,3,1,1,2,3,15,4,2008,3,6,0.5,1,Chaoyang,116.5078045,39.92887777,2017,1
14,1018,143786,70.8,2,1,1,1,4,5,4,1998,3,2,0.5,0,Xicheng,116.3596517,39.92799635,2017,1
10,445,82438,53.98,1,1,1,1,4,16,3,2004,4,6,0.273,1,Dongcheng,116.4319037,39.87277232,2017,1
67,747,81649,91.49,2,1,1,1,3,18,1,2007,4,6,0.286,1,Chaoyang,116.4933707,39.89341165,2017,3
63,988,105669,93.5,3,1,1,1,2,14,3,2000,4,6,1.5,1,Haidian,116.2974372,39.95840495,2017,3
50,290,35878,80.83,2,1,1,1,3,6,4,2003,3,2,0.5,0,Shunyi,116.6276878,40.13604017,2017,2
14,530,76679,69.12,2,1,1,1,2,18,1,1992,3,6,0.25,1,Chaoyang,116.4648736,39.94672856,2017,1
25,367,51286,71.56,2,1,1,1,1,6,4,1992,4,2,0.5,0,Changping,116.3632836,40.07675257,2017,1
6,806,99988,80.61,3,1,1,1,2,6,4,1979,3,2,0.333,0,Chaoyang,116.4471666,39.92269083,2017,1
44,377,76394,49.35,2,0,1,1,4,6,4,1970,4,2,0.333,0,Dongcheng,116.4018427,39.87207481,2017,2
52,660,68722,96.04,3,1,1,1,2,30,1,1997,4,6,0.25,1,Chaoyang,116.464988,39.99513238,2017,2
53,462.8,49646,93.22,2,1,1,1,4,24,1,2003,4,6,0.375,1,Shijingshan,116.1597356,39.9242969,2017,2
12,301,52504,57.33,2,1,1,1,0,6,4,1992,3,2,0.5,0,Shijingshan,116.2211268,39.89996133,2017,1
3,658,81235,81,2,1,1,1,1,24,4,2011,1,6,0.5,1,Chaoyang,116.433522,40.04517632,2017,1
13,385,42888,89.77,2,1,1,1,2,6,4,2008,4,2,0.5,0,Changping,116.4091426,40.11204927,2017,1
66,560,67789,82.61,2,1,1,1,1,21,3,2005,4,6,0.25,1,Chaoyang,116.489454,39.87524795,2017,3
8,545,46356,117.57,3,1,1,2,2,7,4,2003,3,6,0.5,0,Changping,116.3293232,40.08242177,2017,1
19,328,39952,82.1,2,1,1,1,2,6,4,1998,4,2,0.5,0,Daxing,116.3079695,39.76181599,2017,1
11,318,71237,44.64,1,1,1,1,3,18,1,1992,4,6,0.25,1,Chaoyang,116.4718649,39.92695496,2017,1
76,835,86592,96.43,2,1,1,1,1,18,4,2013,1,6,0.5,1,Chaoyang,116.4287924,40.02411558,2017,3
19,600,68392,87.73,2,1,1,1,2,6,4,2004,4,6,0.5,0,Haidian,116.2022585,39.92094804,2017,1
46,430,53750,80,2,1,1,1,2,7,4,2002,4,4,0.5,0,Tongzhou,116.6833246,39.88784199,2017,2
74,800,58669,136.36,3,2,1,2,2,24,1,1999,4,6,0.273,1,Chaoyang,116.4753878,39.97009272,2017,3
52,347,92092,37.68,1,0,1,1,4,12,3,2001,4,6,0.061,1,Haidian,116.3626433,39.95070348,2017,2
56,1010,85783,117.74,3,1,1,2,4,18,4,2013,4,6,0.667,1,Chaoyang,116.4287924,40.02411558,2017,2
19,458,84440,54.24,1,1,1,1,2,6,4,1996,3,2,0.333,0,Haidian,116.2839523,40.03220664,2017,1
12,417.5,90584,46.09,1,1,1,1,3,16,1,1996,3,6,0.2,1,Xicheng,116.34652,39.8756739,2017,1
2,740,45739,161.79,3,2,1,3,3,12,4,2008,4,6,0.5,1,Changping,116.419969,40.0700965,2017,1
16,798,68912,115.8,2,2,1,1,2,22,1,2003,4,6,0.273,1,Chaoyang,116.468778,39.93010383,2017,1
5,431,36092,119.42,3,1,1,2,3,6,4,2006,4,6,0.5,0,Changping,116.3060585,40.0802349,2017,1
67,345,48681,70.87,2,1,1,1,1,6,4,1996,3,2,0.5,0,Daxing,116.3213184,39.75038458,2017,3
68,465,48499,95.88,2,2,1,1,2,7,4,2000,4,2,0.5,0,Changping,116.3161972,40.08097585,2017,3
10,175,34314,51,1,1,1,1,2,19,1,2011,1,6,0.235,1,Changping,116.3312039,40.07144776,2017,1
11,378,42472,89,2,1,1,1,2,21,3,2009,4,6,0.5,1,Changping,116.3521984,40.06620479,2017,1
213,1280,56718,225.68,5,2,0,2,1,14,3,2000,3,6,0.143,1,Xicheng,116.3524796,39.93489067,2017,7
65,317,42010,75.46,2,1,1,1,2,6,4,2003,3,2,0.5,0,Shunyi,116.6276878,40.13604017,2017,3
19,768,63883,120.22,3,2,1,2,2,17,4,2004,4,6,0.5,1,Shijingshan,116.2207129,39.88975478,2017,1
11,615,85334,72.07,3,1,1,1,2,6,4,2001,4,4,0.5,0,Dongcheng,116.4375138,39.9433804,2017,1
10,457,46486,98.31,3,1,1,1,2,18,4,2014,2,6,0.5,1,Daxing,116.3177,39.68501714,2017,1
48,918,100835,91.04,2,2,1,1,1,27,4,2013,2,6,0.4,1,Xicheng,116.3241222,39.89324754,2017,2
49,615,67324,91.35,3,1,1,1,1,8,3,2011,4,6,0.25,1,Haidian,116.2075965,40.03672722,2017,2
51,375,44103,85.03,2,1,1,1,3,21,4,2015,4,6,0.5,1,Fangshan,116.2091755,39.76106101,2017,2
14,414,64993,63.7,2,1,1,1,2,5,4,1990,3,2,0.333,0,Fengtai,116.3557983,39.86487897,2017,1
56,660,74712,88.34,2,1,1,1,2,9,4,2005,3,6,0.333,1,Chaoyang,116.5007283,39.97079683,2017,2
10,390,36985,105.45,3,1,1,1,0,6,4,1994,3,2,0.5,0,Tongzhou,116.6910993,39.9513796,2017,1
100,680,66949,101.57,2,1,1,1,3,6,4,2004,4,2,0.333,0,Haidian,116.3625197,40.03726283,2017,4
14,276,40281,68.52,2,1,1,1,0,6,4,1994,3,2,0.5,0,Chaoyang,116.5876443,40.05075988,2017,1
47,390,43944,88.75,2,1,1,1,3,13,3,2009,4,6,0.5,1,Changping,116.3521984,40.06620479,2017,2
91,480,64734,74.15,2,1,1,1,4,18,1,1995,4,6,0.25,1,Shijingshan,116.2120851,39.89736147,2017,3
